# 3.31-full on Intel(R) Core(TM) i7-4700MQ CPU @ 2.40GHz
1.001654609,C0,Backend_Bound,44.93,% Slots,,,,5.69,
1.001654609,C0,Backend_Bound.Memory_Bound,63.29,% Slots,This metric represents slots fraction the Memory subsystem within the Backend was a bottleneck...,,,5.69,
1.001654609,C0-T0,Backend_Bound.Memory_Bound.L1_Bound,82.85,% Stalls,This metric estimates how often the CPU was stalled without loads missing the L1 data cache...,mem_load_uops_retired.l1_hit:pp mem_load_uops_retired.hit_lfb:pp,,6.0,<==
1.001654609,C1,Frontend_Bound,28.52,% Slots,,,,5.7,
1.001654609,C1,Backend_Bound,42.01,% Slots,,,,5.7,
1.001654609,C1,Frontend_Bound.Frontend_Latency,17.89,% Slots,This metric represents slots fraction the CPU was stalled due to Frontend latency issues...,rs_events.empty_end,,5.99,
1.001654609,C1,Backend_Bound.Memory_Bound,73.74,% Slots,,,,5.7,<==
1.001654609,C1-T0,Frontend_Bound.Frontend_Latency.ICache_Misses,6.08,% Clocks,This metric represents cycles fraction the CPU was stalled due to instruction cache misses...,,,5.99,
1.001654609,C1-T0,Frontend_Bound.Frontend_Latency.ITLB_Misses,5.35,% Clocks,This metric represents cycles fraction the CPU was stalled due to instruction TLB misses...,itlb_misses.walk_completed,,6.0,
1.001654609,C1-T1,Frontend_Bound.Frontend_Latency.ICache_Misses,9.35,% Clocks,,,,5.99,
1.001654609,C1-T1,Frontend_Bound.Frontend_Latency.Branch_Resteers,10.12,% Clocks_Calculated,This metric represents cycles fraction the CPU was stalled due to Branch Resteers...,br_misp_retired.all_branches,,5.59,
1.001654609,C2,Backend_Bound,45.21,% Slots,,,,5.69,
1.001654609,C2,Backend_Bound.Memory_Bound,38.65,% Slots,,,,5.69,<==
1.001654609,C3,Backend_Bound,55.47,% Slots,,,,5.69,
1.001654609,C3,Backend_Bound.Memory_Bound,42.23,% Slots,,,,5.69,
1.001654609,C3,Backend_Bound.Core_Bound,13.24,% Slots,This metric represents slots fraction where Core non-memory issues were of a bottleneck...,,,5.69,
1.001654609,C3-T0,Backend_Bound.Memory_Bound.L1_Bound,51.62,% Stalls,,mem_load_uops_retired.l1_hit:pp mem_load_uops_retired.hit_lfb:pp,,5.99,<==
1.001654609,C3-T1,Backend_Bound.Core_Bound.Ports_Utilization,83.72,% Clocks,This metric estimates cycles fraction the CPU performance was potentially limited due to Core computation issues (non divider-related)...,,,5.6,
2.023921832,C0,Frontend_Bound,20.86,% Slots,,,,5.87,
2.023921832,C0,Bad_Speculation,3.09,% Slots,This category represents slots fraction wasted due to incorrect speculations...,,,5.87,
2.023921832,C0,Backend_Bound,46.90,% Slots,,,,5.87,
2.023921832,C0,Frontend_Bound.Frontend_Latency,23.31,% Slots,,rs_events.empty_end,,5.87,
2.023921832,C0,Backend_Bound.Memory_Bound,59.11,% Slots,,,,5.87,<==
2.023921832,C0-T0,Frontend_Bound.Frontend_Latency.ICache_Misses,5.49,% Clocks,,,,5.88,
2.023921832,C0-T0,Frontend_Bound.Frontend_Latency.Branch_Resteers,10.83,% Clocks_Calculated,,br_misp_retired.all_branches,,5.87,
