# 3.31-full on Intel(R) Core(TM) i7-4700MQ CPU @ 2.40GHz
1.00168432,C0,Frontend_Bound,23.85,% Slots,,,,5.91,
1.00168432,C0,Bad_Speculation,3.01,% Slots,This category represents slots fraction wasted due to incorrect speculations...,,,5.91,
1.00168432,C0,Backend_Bound,50.12,% Slots,,,,5.91,
1.00168432,C0,Frontend_Bound.Frontend_Latency,17.48,% Slots,This metric represents slots fraction the CPU was stalled due to Frontend latency issues...,rs_events.empty_end,,5.99,
1.00168432,C0,Backend_Bound.Memory_Bound,44.17,% Slots,This metric represents slots fraction the Memory subsystem within the Backend was a bottleneck...,,,5.91,<==
1.00168432,C0-T0,Frontend_Bound.Frontend_Latency.ICache_Misses,7.14,% Clocks,This metric represents cycles fraction the CPU was stalled due to instruction cache misses...,,,5.99,
1.00168432,C0-T0,Frontend_Bound.Frontend_Latency.Branch_Resteers,13.23,% Clocks_Calculated,This metric represents cycles fraction the CPU was stalled due to Branch Resteers...,br_misp_retired.all_branches,,5.6,
1.00168432,C0-T1,Frontend_Bound.Frontend_Latency.ICache_Misses,11.15,% Clocks,,,,5.99,
1.00168432,C0-T1,Frontend_Bound.Frontend_Latency.Branch_Resteers,22.11,% Clocks_Calculated,,br_misp_retired.all_branches,,5.6,
1.00168432,C0-T1,Frontend_Bound.Frontend_Latency.MS_Switches,5.07,% Clocks,This metric estimates the fraction of cycles when the CPU was stalled due to switches of uop delivery to the Microcode Sequencer (MS)...,idq.ms_switches,,5.99,
1.00168432,C1,Backend_Bound,49.03,% Slots,,,,5.91,<==
1.00168432,C1,Backend_Bound.Memory_Bound,23.13,% Slots,,,,5.91,
1.00168432,C1,Backend_Bound.Core_Bound,25.90,% Slots,This metric represents slots fraction where Core non-memory issues were of a bottleneck...,,,5.91,
1.00168432,C1-T1,Backend_Bound.Core_Bound.Divider,49.19,% Clocks,This metric represents cycles fraction where the Divider unit was active...,arith.divider_uops,,5.99,
1.00168432,C1-T1,Backend_Bound.Core_Bound.Ports_Utilization,44.90,% Clocks,This metric estimates cycles fraction the CPU performance was potentially limited due to Core computation issues (non divider-related)...,,,5.59,
1.00168432,C2,Frontend_Bound,21.43,% Slots,,,,5.91,
1.00168432,C2,Backend_Bound,43.12,% Slots,,,,5.91,
1.00168432,C2,Frontend_Bound.Frontend_Latency,25.33,% Slots,,rs_events.empty_end,,5.99,
1.00168432,C2,Backend_Bound.Memory_Bound,62.22,% Slots,,,,5.91,
1.00168432,C2-T0,Frontend_Bound.Frontend_Latency.ICache_Misses,10.33,% Clocks,,,,6.0,
1.00168432,C2-T0,Backend_Bound.Memory_Bound.L1_Bound,64.54,% Stalls,This metric estimates how often the CPU was stalled without loads missing the L1 data cache...,mem_load_uops_retired.l1_hit:pp mem_load_uops_retired.hit_lfb:pp,,5.99,<==
1.00168432,C2-T1,Frontend_Bound.Frontend_Latency.ICache_Misses,9.36,% Clocks,,,,6.0,
1.00168432,C2-T1,Frontend_Bound.Frontend_Latency.Branch_Resteers,7.06,% Clocks_Calculated,,br_misp_retired.all_branches,,5.59,
1.00168432,C3,Backend_Bound,40.14,% Slots,,,,5.91,
1.00168432,C3,Backend_Bound.Memory_Bound,28.30,% Slots,,,,5.91,<==
1.00168432,C3,Backend_Bound.Core_Bound,11.84,% Slots,,,,5.91,
2.019895852,C0,Frontend_Bound,29.71,% Slots,This category represents slots fraction where the processor's Frontend undersupplies its Backend...,,,5.89,
2.019895852,C0,Backend_Bound,36.69,% Slots,,,,5.89,
2.019895852,C0,Backend_Bound.Memory_Bound,23.31,% Slots,,,,5.89,
2.019895852,C0,Backend_Bound.Core_Bound,13.38,% Slots,,,,5.89,
2.019895852,C0-T0,Backend_Bound.Memory_Bound.L1_Bound,97.87,% Stalls,,mem_load_uops_retired.l1_hit:pp mem_load_uops_retired.hit_lfb:pp,,5.89,<==
2.019895852,C0-T1,Backend_Bound.Core_Bound.Ports_Utilization,33.00,% Clocks,,,,5.89,
2.019895852,C1,Backend_Bound,45.21,% Slots,,,,5.89,
2.019895852,C1,Backend_Bound.Memory_Bound,16.82,% Slots,,,,5.89,
2.019895852,C1,Backend_Bound.Core_Bound,28.39,% Slots,,,,5.89,<==
2.019895852,C1-T1,Backend_Bound.Memory_Bound.L1_Bound,11.92,% Stalls,,mem_load_uops_retired.l1_hit:pp mem_load_uops_retired.hit_lfb:pp,,5.89,
2.019895852,C1-T1,Backend_Bound.Core_Bound.Divider,58.15,% Clocks,,arith.divider_uops,,5.89,<==
2.019895852,C1-T1,Backend_Bound.Core_Bound.Ports_Utilization,44.89,% Clocks,,,,5.89,
2.019895852,C2,Frontend_Bound,24.48,% Slots,,,,5.9,
2.019895852,C2,Bad_Speculation,6.18,% Slots,,,,5.9,
2.019895852,C2,Backend_Bound,42.74,% Slots,,,,5.9,
2.019895852,C2,Frontend_Bound.Frontend_Latency,20.11,% Slots,,rs_events.empty_end,,5.89,
2.019895852,C2,Backend_Bound.Memory_Bound,38.56,% Slots,,,,5.89,
2.019895852,C2-T0,Frontend_Bound.Frontend_Latency.ICache_Misses,5.93,% Clocks,,,,5.89,
2.019895852,C2-T0,Frontend_Bound.Frontend_Latency.Branch_Resteers,5.99,% Clocks_Calculated,,br_misp_retired.all_branches,,5.89,
2.019895852,C2-T0,Backend_Bound.Memory_Bound.L1_Bound,104.11,% Stalls,,mem_load_uops_retired.l1_hit:pp mem_load_uops_retired.hit_lfb:pp,,5.89,<==
2.019895852,C2-T1,Frontend_Bound.Frontend_Latency.ICache_Misses,16.45,% Clocks,,,,5.89,
2.019895852,C2-T1,Frontend_Bound.Frontend_Latency.Branch_Resteers,5.90,% Clocks_Calculated,,br_misp_retired.all_branches,,5.89,
2.019895852,C2-T1,Backend_Bound.Memory_Bound.Store_Bound,31.02,% Stalls,This metric estimates how often CPU was stalled due to store memory accesses...,mem_uops_retired.all_stores:pp,,5.89,<==
2.019895852,C3,Backend_Bound,49.37,% Slots,,,,5.89,
2.019895852,C3,Backend_Bound.Memory_Bound,40.22,% Slots,,,,5.89,
2.019895852,C3-T0,Backend_Bound.Memory_Bound.L1_Bound,21.69,% Stalls,,mem_load_uops_retired.l1_hit:pp mem_load_uops_retired.hit_lfb:pp,,5.89,<==
2.019895852,C3-T1,Backend_Bound.Memory_Bound.Store_Bound,26.71,% Stalls,,mem_uops_retired.all_stores:pp,,5.89,<==
3.090005706,C0,Backend_Bound,64.92,% Slots,,,,5.98,
3.090005706,C0,Retiring,26.89,% Slots,,,,5.98,
3.090005706,C0,Backend_Bound.Memory_Bound,55.07,% Slots,,,,5.98,<==
3.090005706,C0,Retiring.Microcode_Sequencer,6.33,% Slots,This metric represents slots fraction the CPU was retiring uops fetched by the Microcode Sequencer (MS) unit...,idq.ms_uops,,5.98,
3.090005706,C0-T0,Frontend_Bound.Frontend_Latency.MS_Switches,3.10,% Clocks,,idq.ms_switches,,5.98,
3.090005706,C0-T1,Frontend_Bound.Frontend_Latency.MS_Switches,4.86,% Clocks,,idq.ms_switches,,5.98,
